accountid,amount,closedate,opportunityid,opportunity_creation_date__c,ownerid,primary_application__c,stagename,sales_team__c
0014v00002SUVqHAAX,625.06,9/14/2021,0064v00001sMU1WAAW,9/14/2021,0054v00000E5wUpAAJ,Workstations,Closed Won,HVS 1
0016g00000CWv3dAAD,50000,4/30/2022,0064v00001tkUT9AAM,12/22/2021,0054v00000EEeOqAAL,AGV Top Modules,Closed Lost,HVS 2
0014v00002O7tASAAZ,4000,2/7/2022,0064v00001s7t97AAA,7/9/2021,0056g00000511ReAAI,Industrial Carts,Closed Lost,HVS 1
0014v00002LTiY6AAL,4000,10/22/2021,0064v00001sLi88AAC,8/9/2021,0054v00000Ee1TPAAZ,Workstations,Closed Lost,EMEA 1
0014v00002KEOKxAAP,12000,12/31/2022,0064v00001tjJ63AAE,10/27/2021,0054v00000E6aXUAAZ,Robot Range Extender,Prospect,HVS 3
0016g00000FbcAaAAJ,15000,1/31/2022,0064v00001sMcz8AAC,9/21/2021,0054v00000E6aXUAAZ,Industrial Carts,Closed Lost,HVS 3
0014v00002TkB0EAAV,219.53,10/19/2021,0064v00001tj83IAAQ,10/19/2021,0054v00000E76u6AAB,Workstations,Closed Won,HVS 2
0014v00002YSCcFAAX,2000,3/11/2022,0064v00001tjys6AAA,11/29/2021,0054v00000EEeORAA1,Workstations,Closed Lost,HVS 4
0014v00002bMnNtAAK,30000,4/30/2022,0064v00001tkxZ1AAI,1/14/2022,0056g0000050h9EAAQ,Robotics - Gantry Robots,Closed Lost,EMEA 2
0014v00002SV2ZmAAL,1500,9/3/2021,0064v00001sM3hWAAS,8/24/2021,0056g00000572OUAAY,Industrial Carts,Closed Lost,HVS 1
0014v00002O7TIwAAN,16000,9/30/2021,0064v00001s7pO6AAI,7/7/2021,0054v00000E5wVTAAZ,Robot Range Extender,Closed Lost,HVS 3
0014v00002M9XvtAAF,583.08,8/18/2021,0064v00001sLikbAAC,8/9/2021,0054v00000E5wUpAAJ,Jigs & Fixtures,Closed Won,HVS 1
0016g00000FbcJsAAJ,3000,1/31/2022,0064v00001tjAxdAAE,10/21/2021,0054v00000EIPPIAA5,Workstations,Closed Lost,HVS 2
0016g00000CWvA9AAL,1358.47,12/27/2021,0064v00001tkWN3AAM,12/23/2021,0056g0000049sqkAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0014v00002YTECcAAP,2000,1/28/2022,0064v00001tkrThAAI,1/11/2022,0054v00000Ee0JdAAJ,Other Equipment - Other,Closed Lost,HVS 2
0016g00000CYw4AAAT,150000,5/31/2022,0064v00001tkrs8AAA,1/11/2022,0054v00000Ee0JdAAJ,Cobot Palletizer,Closed Lost,HVS 2
0016g00000BVwc0AAD,4000,6/17/2022,0064v00001sLgKpAAK,8/6/2021,0056g0000049sqgAAA,Robot Pedestals & Bases,Prospect,Strategic Sales
0014v00002MACnYAAX,6000,7/31/2022,0064v00001sLjRfAAK,8/9/2021,0054v00000EEeP5AAL,Dispensing,Closed Lost,HVS 1
0016g00000Fbb0nAAB,357.54,8/20/2021,0064v00001sLzTOAA0,8/20/2021,0054v00000EIPPhAAP,Other Equipment - Other,Closed Won,HVS 2
0014v00002TjNQQAA3,3000,10/29/2021,0064v00001tihLvAAI,9/28/2021,0054v00000E5wVdAAJ,Jigs & Fixtures,Closed Lost,HVS 3
0014v00002WG597AAD,1000,11/30/2021,0064v00001tj03zAAA,10/13/2021,0054v00000EEeORAA1,Conveyors,Closed Lost,HVS 4
0014v00002WGeNqAAL,121.22,12/17/2021,0064v00001tkPC0AAM,12/17/2021,0054v00000EEeO8AAL,Other Equipment - Other,Closed Won,HVS 4
0014v00002bKJZ6AAO,171752.95,2/10/2022,0064v00001tkPhSAAU,12/17/2021,0054v00000EEeOqAAL,Cobot Palletizer,Closed Won,HVS 2
0016g00000CYtfXAAT,5872.28,8/5/2021,0064v00001s7njuAAA,7/6/2021,0054v00000EEeOqAAL,Workstations,Closed Won,HVS 2
0014v00002bKb4gAAC,6000,7/27/2022,0064v00001tkSzwAAE,12/21/2021,0054v00000E76uBAAR,Robot Pedestals & Bases,Project Discovery,HVS 4
0014v00002ThMLhAAN,387.7,9/8/2021,0064v00001sMNBMAA4,9/8/2021,0054v00000E6aXFAAZ,Robot Pedestals & Bases,Closed Won,HVS 3
0016g00000JMLb5AAH,4000,12/31/2021,0064v00001tj6LvAAI,10/18/2021,0054v00000EIPPIAA5,Robot Pedestals & Bases,Closed Lost,HVS 2
0016g00000CWvW9AAL,597.41,12/7/2021,0064v00001tkAoUAAU,12/7/2021,0056g0000049sqgAAA,Workstations,Closed Won,Strategic Sales
0014v00002Qmn3PAAR,81000,1/31/2022,0064v00001s8CnQAAU,7/21/2021,0054v00000E5wVTAAZ,Robotic Tending Cells,Closed Lost,HVS 3
0014v00002TiprAAAR,242.14,9/22/2021,0064v00001tia3yAAA,9/22/2021,0054v00000EIPG1AAP,Other Equipment - Other,Closed Won,HVS 3
0016g00000BVw6ZAAT,40000,11/30/2021,0064v00001tj9aAAAQ,10/20/2021,0054v00000EEeOqAAL,Other Equipment - Other,Closed Lost,HVS 2
0016g00000ZqKuaAAF,2000,10/31/2021,0064v00001tirrDAAQ,10/6/2021,0054v00000E76uVAAR,Jigs & Fixtures,Closed Lost,HVS 4
0014v00002YRCjkAAH,7809.34,11/18/2021,0064v00001tjcsmAAA,11/11/2021,0056g0000049sqkAAA,Robotic Tending Cells,Closed Won,Strategic Sales
0014v00002LTJlRAAX,150000,1/31/2022,0064v00001sLgkTAAS,8/6/2021,0054v00000E76u6AAB,Cobot Palletizer,Closed Lost,HVS 2
0016g00000CZSogAAH,178.64,8/13/2021,0064v00001sLqByAAK,8/13/2021,0056g0000049sqgAAA,Other Equipment - Other,Closed Won,Strategic Sales
0016g00000CWvYxAAL,423.08,8/23/2021,0064v00001sM1AZAA0,8/23/2021,0056g0000049sqkAAA,Other Equipment - Other,Closed Won,Strategic Sales
0014v00002TjRAUAA3,100,9/30/2021,0064v00001tiiL6AAI,9/29/2021,0054v00000EEeONAA1,Other Equipment - Other,Closed Lost,HVS 4
0014v00002JiLy6AAF,2326.34,12/13/2021,0064v00001tjtNoAAI,11/23/2021,0054v00000E7EDFAA3,Jigs & Fixtures,Closed Won,Strategic Sales
0014v00002O4mvRAAR,349.29,12/8/2021,0064v00001tkCCRAA2,12/8/2021,0056g00000511ReAAI,Shelves & Racks,Closed Won,HVS 1
0016g00000MvcTrAAJ,355,8/18/2021,0064v00001sLsaRAAS,8/16/2021,0054v00000E5wVTAAZ,Other Equipment - Other,Closed Won,HVS 3
0016g00000WOsCrAAL,1193.01,9/14/2021,0064v00001sMB5oAAG,8/30/2021,0056g0000049sqkAAA,Other Equipment - Other,Closed Won,Strategic Sales
0016g00000CWw0TAAT,11615.93,11/18/2021,0064v00001tjHQgAAM,10/26/2021,0054v00000EEeOqAAL,Workstations,Closed Won,HVS 2
0016g00000BVw6ZAAT,7098.64,12/24/2021,0064v00001tkWlIAAU,12/24/2021,0054v00000EEeOqAAL,Jigs & Fixtures,Closed Won,HVS 2
0016g00000BVyF6AAL,1500,10/29/2021,0064v00001sM5pXAAS,8/25/2021,0054v00000EIPPhAAP,Custom Machines,Closed Lost,HVS 2
0014v00002KCuvNAAT,5322.16,11/12/2021,0064v00001tigHsAAI,9/28/2021,0054v00000EdgdTAAR,Conveyors,Closed Won,EMEA 2
0014v00002LU6p3AAD,1961.34,9/30/2021,0064v00001sLkbrAAC,8/10/2021,0054v00000EEeONAA1,Inspection & Testing - Part Inspection,Closed Lost,HVS 4
0014v00002QnPXbAAN,50197.45,9/14/2021,0064v00001sLnGbAAK,8/11/2021,0056g0000049sqgAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0016g00000BUyOPAA1,10000,2/28/2022,0064v00001tkBZKAA2,12/8/2021,0056g0000050h9EAAQ,Robot Range Extender,Closed Lost,EMEA 2
0014v00002LBFOsAAP,2500,10/31/2021,0064v00001s8WguAAE,8/4/2021,0054v00000E76u6AAB,Industrial Carts,Closed Lost,HVS 2
0014v00002TjYNEAA3,50000,3/31/2022,0064v00001til62AAA,9/30/2021,0054v00000E5wVTAAZ,Robot Range Extender,Closed Lost,HVS 3
0014v00002Tk7TYAAZ,310.19,11/10/2021,0064v00001tjc06AAA,11/10/2021,0054v00000EEeP5AAL,Robot Pedestals & Bases,Closed Won,HVS 1
0016g00000BVweEAAT,9388.04,12/17/2021,0064v00001tjda0AAA,11/11/2021,0056g0000049sqgAAA,Shelves & Racks,Closed Lost,Strategic Sales
0014v00002SSewJAAT,5000,3/31/2022,0064v00001sLmoOAAS,8/11/2021,0054v00000E76uLAAR,Conveyors,Closed Lost,HVS 5
0014v00002SU0MmAAL,1000,9/30/2021,0064v00001sLuVdAAK,8/17/2021,0054v00000E76uVAAR,Industrial Carts,Closed Lost,HVS 4
0014v00002O3pWNAAZ,3000,11/26/2021,0064v00001sLiVvAAK,8/9/2021,0056g00000572OUAAY,Workstations,Closed Lost,HVS 1
0016g00000CWw9DAAT,121.98,8/30/2021,0064v00001sMAbAAAW,8/30/2021,0056g0000049sqfAAA,Other Equipment - Other,Closed Won,HVS 3
0014v00002LBo1TAAT,0,12/31/2022,0064v00001sM367AAC,8/24/2021,0054v00000E6aXUAAZ,Cobot Palletizer,Prospect,HVS 3
0014v00002Tjy3IAAR,238.77,10/4/2021,0064v00001tipKDAAY,10/4/2021,0054v00000E76uGAAR,Other Equipment - Other,Closed Won,HVS 2
0016g00000CWv3zAAD,175.43,10/5/2021,0064v00001tiqEtAAI,10/5/2021,0056g0000050osWAAQ,Workstations,Closed Won,HVS 3
0014v00002bKVcKAAW,5000,1/31/2022,0064v00001tkRmTAAU,12/20/2021,0054v00000E5wUpAAJ,Safety Enclosures,Closed Lost,HVS 1
0014v00002bLZAnAAO,50000,4/25/2022,0064v00001tkek3AAA,1/4/2022,0054v00000EIPPhAAP,Custom Machines,Closed Lost,HVS 2
0014v00002Tk7NkAAJ,100000,1/31/2023,0064v00001tir3IAAQ,10/5/2021,0054v00000E5wUpAAJ,Robotic Tending Cells,Prospect,HVS 1
0014v00002WGJgUAAX,13082.51,5/31/2022,0064v00001tj3RkAAI,10/15/2021,0054v00000EdgdOAAR,Other Equipment - Other,Closed Lost,EMEA 1
0014v00002TihtuAAB,50000,2/21/2022,0064v00001tjBmqAAE,10/21/2021,0054v00000EEeORAA1,Robotics - Pick & Place,Closed Lost,HVS 4
0014v00002O7WPYAA3,5000,4/30/2022,0064v00001s7n4AAAQ,7/6/2021,0054v00000E5wUpAAJ,Other Equipment - Other,Closed Lost,HVS 1
0016g00000CWw8jAAD,1000,2/18/2022,0064v00001sLplvAAC,8/13/2021,0056g0000049sqgAAA,Workstations,Closed Lost,Strategic Sales
0016g00000BVxmKAAT,1500,11/12/2021,0064v00001sLlIbAAK,8/10/2021,0054v00000EIPPhAAP,Robot Pedestals & Bases,Closed Lost,HVS 2
0014v00002YSAhIAAX,100000,3/31/2022,0064v00001tjy7jAAA,11/29/2021,0054v00000Ee1TPAAZ,Cobot Palletizer,Closed Lost,EMEA 1
0014v00002SUtQhAAL,11285.98,8/23/2021,0064v00001sM1BSAA0,8/23/2021,0056g0000049sqkAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0016g00000BUyOtAAL,6027.07,11/26/2021,0064v00001tjFrrAAE,10/25/2021,0056g0000050osWAAQ,Workstations,Closed Won,HVS 3
0016g00000CWviXAAT,50000,2/28/2022,0064v00001tjl3bAAA,11/17/2021,0054v00000E6aXUAAZ,Conveyors,Closed Lost,HVS 3
0014v00002YSuPeAAL,5500.14,4/29/2022,0064v00001tk8lEAAQ,12/6/2021,0056g0000049sqkAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0014v00002bLnjlAAC,150000,12/31/2022,0064v00001tksatAAA,1/11/2022,0054v00000E6aXUAAZ,Cobot Palletizer,Prospect,HVS 3
0016g00000CWwCAAA1,1500,11/19/2021,0064v00001tjAtvAAE,10/21/2021,0054v00000E7EDFAA3,Workstations,Closed Lost,Strategic Sales
0016g00000CYvL8AAL,4000,11/16/2021,0064v00001sLoFIAA0,8/12/2021,0054v00000EEeO8AAL,Shelves & Racks,Closed Lost,HVS 4
0014v00002SSvFHAA1,153662.62,10/22/2021,0064v00001sLoYFAA0,8/12/2021,0054v00000E76uaAAB,Cobot Palletizer,Closed Won,HVS 4
0016g00000CWvqoAAD,2743.31,9/7/2021,0064v00001sMKmXAAW,9/7/2021,0056g0000049sqhAAA,Shelves & Racks,Closed Won,Strategic Sales
0016g00000CWw1qAAD,2000,11/16/2021,0064v00001tiZAAAA2,9/22/2021,0054v00000EIPPhAAP,Other Equipment - Other,Closed Lost,HVS 2
0016g00000CWucRAAT,0,9/30/2021,0064v00001sLnxEAAS,8/12/2021,0054v00000E5wVTAAZ,Workstations,Closed Lost,HVS 3
0016g00000CWw9DAAT,0,10/21/2022,0064v00001s8YVMAA2,8/5/2021,0056g0000049sqgAAA,Other Equipment - Other,Prospect,Strategic Sales
0014v00002O5pbwAAB,229.11,11/14/2021,0064v00001tjgI0AAI,11/14/2021,0054v00000E6aXUAAZ,Other Equipment - Other,Closed Won,HVS 3
0014v00002TjbwTAAR,750,10/31/2021,0064v00001tim4jAAA,10/1/2021,0056g0000050h9EAAQ,Safety Enclosures,Closed Lost,EMEA 2
0016g00000CWuyGAAT,49812.63,10/29/2021,0064v00001tjH8cAAE,10/26/2021,0056g0000050osWAAQ,Conveyors,Closed Won,HVS 3
0016g00000Zp1qSAAR,20326.58,11/19/2021,0064v00001tiiqEAAQ,9/29/2021,0056g0000049sqgAAA,Other Equipment - Other,Closed Lost,Strategic Sales
0016g00000CWw2FAAT,20404.39,2/15/2022,0064v00001sMXLnAAO,9/16/2021,0056g0000050osWAAQ,Robot Pedestals & Bases,Closed Won,HVS 3
0016g00000MvcTrAAJ,100,12/16/2021,0064v00001tk987AAA,12/6/2021,0054v00000E5wVTAAZ,Other Equipment - Other,Closed Won,HVS 3
0016g00000BVyIFAA1,620.29,9/22/2021,0064v00001tiZXJAA2,9/22/2021,0056g00000511ReAAI,Other Equipment - Other,Closed Won,HVS 1
0016g00000BVweEAAT,38000,4/22/2022,0064v00001tki4GAAQ,1/6/2022,0056g0000049sqgAAA,Robot Pedestals & Bases,Closed Lost,Strategic Sales
0014v00002LTmR4AAL,20000,12/31/2021,0064v00001sLimwAAC,8/9/2021,0054v00000E76uLAAR,Conveyors,Closed Lost,HVS 5
0016g00000CWw8NAAT,135000,10/25/2021,0064v00001tiigdAAA,9/29/2021,0056g0000049sqfAAA,Conveyors,Closed Lost,HVS 3
0014v00002SUiIeAAL,0,9/30/2021,0064v00001sLzVyAAK,8/20/2021,0054v00000EIPG1AAP,Other Equipment - Other,Closed Lost,HVS 3
0016g00000CWvYUAA1,4511.03,12/3/2021,0064v00001tjzRkAAI,11/29/2021,0056g00000511ReAAI,Other Equipment - Other,Closed Won,HVS 1
0014v00002YSL2TAAX,3000,12/31/2021,0064v00001tk0ljAAA,11/30/2021,0054v00000E5wVTAAZ,Workstations,Closed Lost,HVS 3
0014v00002Qlrp9AAB,20000,10/31/2021,0064v00001s7wcSAAQ,7/12/2021,0054v00000EIPG1AAP,Conveyors,Closed Lost,HVS 3
0014v00002QlxI0AAJ,6000,11/24/2021,0064v00001s7y5vAAA,7/13/2021,0054v00000EEeO8AAL,Inspection & Testing - Automated Testing,Closed Lost,HVS 4
0016g00000CWw0qAAD,10196.82,9/17/2021,0064v00001sM5c9AAC,8/25/2021,0056g0000056q5dAAA,Workstations,Closed Won,Strategic Sales
0016g00000BVwytAAD,9.08,9/28/2021,0064v00001tih5dAAA,9/28/2021,0054v00000EIPG1AAP,Other Equipment - Other,Closed Won,HVS 3
0016g00000BVyHRAA1,10000,12/24/2021,0064v00001sLq99AAC,8/13/2021,0056g0000049sqhAAA,Robot Range Extender,Closed Lost,Strategic Sales
0016g00000CWv9kAAD,492.44,11/8/2021,0064v00001tjXw5AAE,11/8/2021,0056g0000050osWAAQ,Shelves & Racks,Closed Won,HVS 3
0016g00000CWvYUAA1,8732.74,11/29/2021,0064v00001tjtaYAAQ,11/23/2021,0056g00000511ReAAI,Workstations,Closed Won,HVS 1
0014v00002QoM48AAF,2391.7,1/24/2022,0064v00001tkTLOAA2,12/21/2021,0056g00000572OUAAY,Workstations,Closed Won,HVS 1
0014v00002bKbYeAAK,50000,3/31/2022,0064v00001tkTOcAAM,12/21/2021,0054v00000E76uLAAR,Robotic Tending Cells,Closed Lost,HVS 5
0014v00002KERmIAAX,328.66,1/11/2022,0064v00001tkreLAAQ,1/11/2022,0054v00000EdgdOAAR,Other Equipment - Other,Closed Won,EMEA 1
0014v00002Jia6mAAB,150000,3/18/2022,0064v00001tk4R5AAI,12/2/2021,0056g00000572OUAAY,Cobot Palletizer,Closed Lost,HVS 1
0016g00000CWvNvAAL,10100.84,11/30/2021,0064v00001sLgTcAAK,8/6/2021,0056g000003LOiqAAG,Robot Pedestals & Bases,Closed Won,EMEA 1
0016g00000CWvOsAAL,1664.6,10/22/2021,0064v00001tjEbbAAE,10/25/2021,0056g0000050oslAAA,Workstations,Closed Won,HVS 1
0014v00002ThUjWAAV,1050,3/31/2022,0064v00001tjEwPAAU,10/25/2021,0056g0000050osWAAQ,Cobot Palletizer,Closed Lost,HVS 3
0014v00002KEMDnAAP,5840.64,11/29/2021,0064v00001tjf4GAAQ,11/12/2021,0056g0000050oslAAA,Safety Enclosures,Closed Won,HVS 1
0016g00000CWvwWAAT,437.71,12/1/2021,0064v00001tk1zIAAQ,12/1/2021,0054v00000E6aXjAAJ,Other Equipment - Other,Closed Won,HVS 4
0014v00002JiLy6AAF,0,9/30/2021,0064v00001sMJIxAAO,9/6/2021,0054v00000E7EDFAA3,Workstations,Closed Lost,Strategic Sales
0014v00002bMD4wAAG,100000,6/30/2022,0064v00001tkqKSAAY,1/10/2022,0054v00000E76uGAAR,Cartesian Palletizer,Closed Lost,HVS 2
0014v00002KGEx6AAH,1682.31,9/1/2021,0064v00001sMDxXAAW,9/1/2021,0054v00000EIPPIAA5,Other Equipment - Other,Closed Won,HVS 2
0016g00000CYwn5AAD,144.29,1/13/2022,0064v00001tkwzKAAQ,1/13/2022,0054v00000Edh3HAAR,Parts,Closed Won,HVS 1
0014v00002bLXpRAAW,1500,1/28/2022,0064v00001tkeCdAAI,1/4/2022,0054v00000Edh2nAAB,Workstations,Closed Lost,EMEA 1
0014v00002QlcxtAAB,81.08,7/9/2021,0064v00001s7tOMAAY,7/9/2021,0054v00000EIPG1AAP,Other Equipment - Other,Closed Won,HVS 3
0014v00002ST9p7AAD,350,10/31/2021,0064v00001sLqExAAK,8/13/2021,0054v00000E5wVEAAZ,Custom Machines,Closed Lost,HVS 3
0014v00002STCDzAAP,90000,8/31/2021,0064v00001sLqVPAA0,8/13/2021,0054v00000EIPG1AAP,Inspection & Testing - Part Inspection,Closed Lost,HVS 3
0014v00002WGET5AAP,5115.59,12/6/2021,0064v00001tk8y2AAA,12/6/2021,0054v00000E5wVdAAJ,Workstations,Closed Won,HVS 3
0014v00002Nh0EeAAJ,301000,8/31/2022,0064v00001tkDUeAAM,12/9/2021,0054v00000E5wUpAAJ,Cobot Palletizer,Awaiting Purchase,HVS 1
0014v00002SVobmAAD,50000,5/31/2022,0064v00001sMGOcAAO,9/2/2021,0054v00000E5wVdAAJ,Milling & Drilling,Closed Lost,HVS 3
0014v00002LTJwnAAH,17000,10/29/2021,0064v00001sLgjzAAC,8/6/2021,0054v00000E76uGAAR,Safety Enclosures,Closed Lost,HVS 2
0014v00002O4Ty7AAF,1000,10/29/2021,0064v00001s758qAAA,6/9/2021,0054v00000EIPPhAAP,Shelves & Racks,Closed Lost,HVS 2
0014v00002YRLeZAAX,100000,3/31/2022,0064v00001tkAaXAAU,12/7/2021,0054v00000E76uaAAB,Robotic Tending Cells,Closed Lost,HVS 4
0014v00002bL4TTAA0,357.35,12/29/2021,0064v00001tkYUMAA2,12/28/2021,0054v00000E76uLAAR,Inspection & Testing - Part Inspection,Closed Won,HVS 5
0016g00000UfYROAA3,2000,11/30/2021,0064v00001sLsonAAC,8/16/2021,0054v00000E76uLAAR,Robot Range Extender,Closed Lost,HVS 5
0014v00002O6KMtAAN,20000,2/25/2022,0064v00001sLtu4AAC,8/17/2021,0054v00000E76uGAAR,Gantry Robot,Closed Lost,HVS 2
0014v00002SVPtfAAH,13500,1/14/2022,0064v00001sM9JgAAK,8/27/2021,0056g0000049sqgAAA,Robotic Tending Cells,Closed Lost,Strategic Sales
0016g00000CWw6FAAT,1000,11/30/2021,0064v00001tjJ71AAE,10/27/2021,0056g0000050osWAAQ,Safety Enclosures,Closed Lost,HVS 3
0016g00000P523VAAR,209.01,10/28/2021,0064v00001tjKrLAAU,10/28/2021,0054v00000E76u6AAB,Other Equipment - Other,Closed Won,HVS 2
0016g00000CWvpJAAT,77.48,8/16/2021,0064v00001sLvqYAAS,8/18/2021,0054v00000E5wUpAAJ,Workstations,Closed Won,HVS 1
0016g00000qcRphAAE,15000,12/24/2021,0064v00001tiu4gAAA,10/7/2021,0056g0000049sqhAAA,Custom Machines,Closed Lost,Strategic Sales
0014v00002SUzzPAAT,1007.52,8/20/2021,0064v00001sM2jIAAS,8/24/2021,0054v00000E76u6AAB,Workstations,Closed Won,HVS 2
0014v00002ThSR2AAN,1200,10/22/2021,0064v00001sMOAQAA4,9/9/2021,0056g0000049sqgAAA,Jigs & Fixtures,Closed Lost,Strategic Sales
0016g00000Yzq1UAAR,55000,7/31/2022,0064v00001tl5rxAAA,1/20/2022,0054v00000EEeP5AAL,AGV Top Modules,Project Quoted,HVS 1
0014v00002SV9fMAAT,28000,10/20/2021,0064v00001sM55PAAS,8/25/2021,0054v00000E76u6AAB,End-of-Arm Tooling,Closed Lost,HVS 2
0016g00000CYsWdAAL,87.87,11/18/2021,0064v00001tjnL6AAI,11/18/2021,0056g0000050osWAAQ,Workstations,Closed Won,HVS 3
0016g00000BVxNKAA1,0,9/30/2021,0064v00001sLnlwAAC,8/12/2021,0056g0000049sqgAAA,Other Equipment - Other,Closed Lost,Strategic Sales
0014v00002ThRPeAAN,5000,10/31/2021,0064v00001sMNojAAG,9/9/2021,0054v00000E5wVTAAZ,Workstations,Closed Lost,HVS 3
0014v00002WGEz1AAH,3532.75,11/11/2021,0064v00001tjHLqAAM,10/26/2021,0056g0000050osWAAQ,Jigs & Fixtures,Closed Won,HVS 3
0016g00000BVy0CAAT,10000,9/30/2022,0064v00001tjJ4vAAE,10/27/2021,0054v00000Edh3HAAR,Jigs & Fixtures,Design Review,HVS 1
0016g00000CZT0RAAX,4753.88,11/22/2021,0064v00001tjmzeAAA,11/18/2021,0054v00000E7EDFAA3,Robot Pedestals & Bases,Closed Won,Strategic Sales
0016g00000BVyIFAA1,70.99,8/26/2021,0064v00001sM7fcAAC,8/26/2021,0056g00000511ReAAI,Other Equipment - Other,Closed Won,HVS 1
0016g00000g9MatAAE,1000,9/24/2021,0064v00001sLwpjAAC,8/19/2021,0056g000003LOiqAAG,Inspection & Testing - Lab Automation,Closed Lost,EMEA 1
0016g00000BVyI8AAL,3186.36,11/8/2021,0064v00001tipvHAAQ,10/4/2021,0054v00000EEeOqAAL,Jigs & Fixtures,Closed Won,HVS 2
0014v00002YPndcAAD,0,12/31/2021,0064v00001tjW4MAAU,11/5/2021,0054v00000E5wVEAAZ,Custom Machines,Closed Lost,HVS 3
0014v00002YToGqAAL,2000,4/30/2022,0064v00001tkNyEAAU,12/16/2021,0054v00000Ef8IuAAJ,Workstations,Closed Lost,HVS BOS
0016g00000FbbhzAAB,143.67,12/16/2021,0064v00001tkOMpAAM,12/16/2021,0054v00000EEeO8AAL,Other Equipment - Other,Closed Won,HVS 4
0014v00002bLt94AAC,20000,4/28/2022,0064v00001tkjMMAAY,1/7/2022,0054v00000Edh2nAAB,Robot Range Extender,Closed Lost,EMEA 1
0016g00000CYuUrAAL,2269.76,7/9/2021,0064v00001s7wV2AAI,7/12/2021,0056g0000049sqgAAA,AGV Top Modules,Closed Won,Strategic Sales
0016g00000CZSolAAH,3572.24,9/14/2021,0064v00001s7TbpAAE,6/25/2021,0054v00000EEeOqAAL,Workstations,Closed Won,HVS 2
0016g00000CZSolAAH,8000,11/30/2021,0064v00001s7TbqAAE,6/25/2021,0054v00000EEeOqAAL,Other Equipment - Other,Closed Lost,HVS 2
0014v00002SSe4IAAT,584.12,8/11/2021,0064v00001sLmnVAAS,8/11/2021,0054v00000E76uaAAB,Other Equipment - Other,Closed Won,HVS 4
0014v00002Qo7uRAAR,250,2/7/2022,0064v00001tiiLLAAY,9/29/2021,0056g00000511ReAAI,Custom Machines,Closed Lost,HVS 1
0016g00000CYv92AAD,7192.21,11/23/2021,0064v00001tjnBkAAI,11/18/2021,0054v00000E5wUpAAJ,Safety Enclosures,Closed Won,HVS 1
0014v00002YT6kJAAT,2000,6/30/2022,0064v00001tkBtoAAE,12/8/2021,0054v00000EeKcBAAV,Workstations,Closed Lost,HVS 1
0014v00002YTCAtAAP,5000,4/30/2022,0064v00001tkD89AAE,12/9/2021,0054v00000E6aXUAAZ,Robotic Tending Cells,Closed Lost,HVS 3
0014v00002QldCPAAZ,399.76,5/17/2022,0064v00001tkDCVAA2,12/9/2021,0054v00000E5wUpAAJ,Jigs & Fixtures,Closed Won,HVS 1
0014v00002SVvdTAAT,5000,1/31/2022,0064v00001tjd0CAAQ,11/11/2021,0054v00000E76uaAAB,Jigs & Fixtures,Closed Lost,HVS 4
0014v00002QmZZWAA3,15000,10/31/2021,0064v00001s88sDAAQ,7/19/2021,0054v00000EEeONAA1,Cobot Palletizer,Closed Lost,HVS 4
0014v00002NgzcCAAR,10000,10/29/2021,0064v00001s89vUAAQ,7/20/2021,0054v00000EIPPIAA5,Safety Enclosures,Closed Lost,HVS 2
0014v00002TiBUPAA3,100000,1/24/2022,0064v00001tiyqSAAQ,10/12/2021,0054v00000E5wVTAAZ,Custom Machines,Closed Lost,HVS 3
0014v00002ThZieAAF,0,9/30/2021,0064v00001sMPXtAAO,9/10/2021,0054v00000E76u6AAB,Workstations,Closed Lost,HVS 2
0014v00002ThZieAAF,0,9/30/2021,0064v00001sMPXuAAO,9/10/2021,0054v00000E76u6AAB,Workstations,Closed Lost,HVS 2
0014v00002M7TxxAAF,5183.63,8/26/2021,0064v00001sLy6iAAC,8/19/2021,0056g0000050osWAAQ,Other Equipment - Other,Closed Won,HVS 3
0016g00000CWvI0AAL,167000,3/18/2022,0064v00001tl5sbAAA,1/20/2022,0056g00000572OUAAY,Cobot Palletizer,Closed Lost,HVS 1
0014v00002STy9FAAT,0,9/23/2021,0064v00001sLuc5AAC,8/17/2021,0054v00000EIPPmAAP,Custom Machines,Closed Lost,HVS 3
0016g00000LyXhuAAF,3150,10/29/2021,0064v00001sLz5lAAC,8/20/2021,0054v00000Ee1TPAAZ,Robot Pedestals & Bases,Closed Lost,EMEA 1
0014v00002SVoP7AAL,0,12/31/2021,0064v00001sMEMSAA4,9/1/2021,0056g0000049sqkAAA,Other Equipment - Other,Closed Lost,Strategic Sales
0014v00002O6Z52AAF,10000,9/30/2021,0064v00001s8PGTAA2,7/29/2021,0054v00000EIPPhAAP,Robot Pedestals & Bases,Closed Lost,HVS 2
0014v00002ST78kAAD,0,9/30/2021,0064v00001sLpwFAAS,8/13/2021,0054v00000EIPPmAAP,Custom Machines,Closed Lost,HVS 3
0014v00002STBBAAA5,350000,7/30/2022,0064v00001sLqMIAA0,8/13/2021,0054v00000E5wVdAAJ,Cobot Palletizer,Closed Lost,HVS 3
0014v00002SSbGQAA1,0,9/30/2021,0064v00001sLmoJAAS,8/11/2021,0054v00000EEeOCAA1,Parts,Closed Lost,HVS 3
